z [m],T [K],M [kg/m2/s],Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_AR,Y_N2
1.3768844221e-02,2300.810711,1.9840787591e+00,1.6555887560e-03,1.7117420626e-04,9.7115237175e-04,1.3000893536e-02,7.2898312866e-03,2.3168066105e-01,3.4349959682e-06,2.6855159773e-07,1.7740596020e-84,7.4522699525e-01
1.3869346734e-02,2302.545901,1.9840787591e+00,1.6441682409e-03,1.6861154227e-04,9.5789162873e-04,1.2917231458e-02,7.2521377889e-03,2.3182926185e-01,3.3985490216e-06,2.6702015962e-07,1.7740594275e-84,7.4522703192e-01
1.3969849246e-02,2304.281090,1.9840787591e+00,1.6327477259e-03,1.6604887828e-04,9.4463088571e-04,1.2833569379e-02,7.2144442913e-03,2.3197786265e-01,3.3621020750e-06,2.6548872150e-07,1.7740592530e-84,7.4522706860e-01
1.4070351759e-02,2306.016280,1.9840787591e+00,1.6213272109e-03,1.6348621430e-04,9.3137014269e-04,1.2749907300e-02,7.1767507936e-03,2.3212646345e-01,3.3256551285e-06,2.6395728338e-07,1.7740590785e-84,7.4522710528e-01
1.4170854271e-02,2307.623437,1.9840787591e+00,1.6106574673e-03,1.6113598849e-04,9.1918643059e-04,1.2672191068e-02,7.1413857213e-03,2.3226475228e-01,3.2922140231e-06,2.6254877334e-07,1.7740589243e-84,7.4522713628e-01
1.4271356784e-02,2308.903553,1.9840787591e+00,1.6019054355e-03,1.5932839806e-04,9.0975380162e-04,1.2609662441e-02,7.1119681955e-03,2.3237670102e-01,3.2664508026e-06,2.6145426111e-07,1.7740588221e-84,7.4522715280e-01
1.4371859296e-02,2310.183670,1.9840787591e+00,1.5931534037e-03,1.5752080763e-04,9.0032117264e-04,1.2547133814e-02,7.0825506697e-03,2.3248864977e-01,3.2406875820e-06,2.6035974889e-07,1.7740587199e-84,7.4522716932e-01
1.4472361809e-02,2311.463786,1.9840787591e+00,1.5844013719e-03,1.5571321720e-04,8.9088854367e-04,1.2484605187e-02,7.0531331439e-03,2.3260059851e-01,3.2149243614e-06,2.5926523667e-07,1.7740586177e-84,7.4522718584e-01
1.4572864322e-02,2312.743902,1.9840787591e+00,1.5756493401e-03,1.5390562678e-04,8.8145591470e-04,1.2422076560e-02,7.0237156182e-03,2.3271254725e-01,3.1891611408e-06,2.5817072444e-07,1.7740585156e-84,7.4522720235e-01
1.4673366834e-02,2314.024019,1.9840787591e+00,1.5668973083e-03,1.5209803635e-04,8.7202328573e-04,1.2359547933e-02,6.9942980924e-03,2.3282449600e-01,3.1633979202e-06,2.5707621222e-07,1.7740584134e-84,7.4522721887e-01
1.4773869347e-02,2315.304135,1.9840787591e+00,1.5581452765e-03,1.5029044592e-04,8.6259065675e-04,1.2297019306e-02,6.9648805666e-03,2.3293644474e-01,3.1376346996e-06,2.5598170000e-07,1.7740583112e-84,7.4522723539e-01
1.4874371859e-02,2316.584252,1.9840787591e+00,1.5493932447e-03,1.4848285550e-04,8.5315802778e-04,1.2234490679e-02,6.9354630408e-03,2.3304839349e-01,3.1118714790e-06,2.5488718777e-07,1.7740582090e-84,7.4522725191e-01
1.4974874372e-02,2317.864368,1.9840787590e+00,1.5406412129e-03,1.4667526507e-04,8.4372539881e-04,1.2171962051e-02,6.9060455150e-03,2.3316034223e-01,3.0861082584e-06,2.5379267555e-07,1.7740581069e-84,7.4522726843e-01
1.5075376884e-02,2319.144485,1.9840787590e+00,1.5318891811e-03,1.4486767464e-04,8.3429276984e-04,1.2109433424e-02,6.8766279893e-03,2.3327229097e-01,3.0603450378e-06,2.5269816333e-07,1.7740580047e-84,7.4522728494e-01
1.5175879397e-02,2320.424601,1.9840787590e+00,1.5231371493e-03,1.4306008421e-04,8.2486014086e-04,1.2046904797e-02,6.8472104635e-03,2.3338423972e-01,3.0345818172e-06,2.5160365110e-07,1.7740579025e-84,7.4522730146e-01
1.5276381910e-02,2321.704718,1.9840787590e+00,1.5143851175e-03,1.4125249379e-04,8.1542751189e-04,1.1984376170e-02,6.8177929377e-03,2.3349618846e-01,3.0088185966e-06,2.5050913888e-07,1.7740578003e-84,7.4522731798e-01
1.5376884422e-02,2322.984834,1.9840787590e+00,1.5056330857e-03,1.3944490336e-04,8.0599488292e-04,1.1921847543e-02,6.7883754119e-03,2.3360813721e-01,2.9830553760e-06,2.4941462665e-07,1.7740576981e-84,7.4522733450e-01
1.5477386935e-02,2324.000756,1.9840787590e+00,1.4985190479e-03,1.3807556638e-04,7.9878497808e-04,1.1871648675e-02,6.7640367180e-03,2.3369837561e-01,2.9633841916e-06,2.4856908567e-07,1.7740576217e-84,7.4522734745e-01
1.5577889447e-02,2324.967790,1.9840787590e+00,1.4917081175e-03,1.3678732735e-04,7.9198638396e-04,1.1823731405e-02,6.7406378519e-03,2.3378459656e-01,2.9448403266e-06,2.4776961633e-07,1.7740575501e-84,7.4522735975e-01
1.5678391960e-02,2325.934823,1.9840787590e+00,1.4848971872e-03,1.3549908831e-04,7.8518778985e-04,1.1775814135e-02,6.7172389858e-03,2.3387081750e-01,2.9262964616e-06,2.4697014698e-07,1.7740574784e-84,7.4522737204e-01
1.5778894472e-02,2326.901856,1.9840787590e+00,1.4780862568e-03,1.3421084927e-04,7.7838919573e-04,1.1727896864e-02,6.6938401197e-03,2.3395703845e-01,2.9077525965e-06,2.4617067764e-07,1.7740574068e-84,7.4522738434e-01
1.5879396985e-02,2327.868889,1.9840787590e+00,1.4712753265e-03,1.3292261023e-04,7.7159060161e-04,1.1679979594e-02,6.6704412537e-03,2.3404325940e-01,2.8892087315e-06,2.4537120829e-07,1.7740573351e-84,7.4522739664e-01
1.5979899497e-02,2328.835922,1.9840787590e+00,1.4644643961e-03,1.3163437120e-04,7.6479200749e-04,1.1632062324e-02,6.6470423876e-03,2.3412948034e-01,2.8706648664e-06,2.4457173895e-07,1.7740572635e-84,7.4522740893e-01
1.6080402010e-02,2329.802956,1.9840787590e+00,1.4576534658e-03,1.3034613216e-04,7.5799341337e-04,1.1584145053e-02,6.6236435215e-03,2.3421570129e-01,2.8521210014e-06,2.4377226961e-07,1.7740571918e-84,7.4522742123e-01
1.6180904523e-02,2330.769989,1.9840787591e+00,1.4508425354e-03,1.2905789312e-04,7.5119481925e-04,1.1536227783e-02,6.6002446554e-03,2.3430192224e-01,2.8335771363e-06,2.4297280026e-07,1.7740571201e-84,7.4522743353e-01
1.6281407035e-02,2331.737022,1.9840787591e+00,1.4440316051e-03,1.2776965409e-04,7.4439622513e-04,1.1488310513e-02,6.5768457893e-03,2.3438814318e-01,2.8150332713e-06,2.4217333092e-07,1.7740570485e-84,7.4522744582e-01
1.6381909548e-02,2332.704055,1.9840787591e+00,1.4372206747e-03,1.2648141505e-04,7.3759763101e-04,1.1440393243e-02,6.5534469232e-03,2.3447436413e-01,2.7964894062e-06,2.4137386157e-07,1.7740569768e-84,7.4522745812e-01
1.6482412060e-02,2333.671088,1.9840787591e+00,1.4304097444e-03,1.2519317601e-04,7.3079903689e-04,1.1392475972e-02,6.5300480571e-03,2.3456058508e-01,2.7779455412e-06,2.4057439223e-07,1.7740569052e-84,7.4522747042e-01
1.6582914573e-02,2334.638122,1.9840787591e+00,1.4235988141e-03,1.2390493697e-04,7.2400044277e-04,1.1344558702e-02,6.5066491910e-03,2.3464680602e-01,2.7594016762e-06,2.3977492288e-07,1.7740568335e-84,7.4522748271e-01
1.6683417085e-02,2335.514852,1.9840787591e+00,1.4173767928e-03,1.2275622932e-04,7.1792055522e-04,1.1300931540e-02,6.4851581405e-03,2.3472538012e-01,2.7428005875e-06,2.3905582396e-07,1.7740567702e-84,7.4522749477e-01
1.6783919598e-02,2336.259654,1.9840787591e+00,1.4120151364e-03,1.2181136960e-04,7.1289065977e-04,1.1263571999e-02,6.4664543071e-03,2.3479278257e-01,2.7290377921e-06,2.3845414197e-07,1.7740567192e-84,7.4522750647e-01
1.6884422111e-02,2337.004456,1.9840787591e+00,1.4066534800e-03,1.2086650987e-04,7.0786076433e-04,1.1226212458e-02,6.4477504738e-03,2.3486018502e-01,2.7152749966e-06,2.3785245998e-07,1.7740566681e-84,7.4522751817e-01
1.6984924623e-02,2337.749258,1.9840787591e+00,1.4012918236e-03,1.1992165015e-04,7.0283086889e-04,1.1188852918e-02,6.4290466404e-03,2.3492758747e-01,2.7015122011e-06,2.3725077798e-07,1.7740566171e-84,7.4522752987e-01
1.7085427136e-02,2338.494060,1.9840787591e+00,1.3959301672e-03,1.1897679043e-04,6.9780097344e-04,1.1151493377e-02,6.4103428070e-03,2.3499498992e-01,2.6877494057e-06,2.3664909599e-07,1.7740565660e-84,7.4522754157e-01
1.7185929648e-02,2339.238862,1.9840787591e+00,1.3905685107e-03,1.1803193071e-04,6.9277107800e-04,1.1114133836e-02,6.3916389736e-03,2.3506239237e-01,2.6739866102e-06,2.3604741400e-07,1.7740565150e-84,7.4522755327e-01
1.7286432161e-02,2339.983665,1.9840787591e+00,1.3852068543e-03,1.1708707099e-04,6.8774118256e-04,1.1076774295e-02,6.3729351403e-03,2.3512979482e-01,2.6602238147e-06,2.3544573200e-07,1.7740564639e-84,7.4522756497e-01
1.7386934673e-02,2340.728467,1.9840787591e+00,1.3798451979e-03,1.1614221127e-04,6.8271128711e-04,1.1039414754e-02,6.3542313069e-03,2.3519719727e-01,2.6464610193e-06,2.3484405001e-07,1.7740564129e-84,7.4522757667e-01
1.7487437186e-02,2341.473269,1.9840787591e+00,1.3744835415e-03,1.1519735155e-04,6.7768139167e-04,1.1002055213e-02,6.3355274735e-03,2.3526459972e-01,2.6326982238e-06,2.3424236802e-07,1.7740563618e-84,7.4522758837e-01
1.7587939698e-02,2342.218071,1.9840787591e+00,1.3691218851e-03,1.1425249183e-04,6.7265149623e-04,1.0964695672e-02,6.3168236402e-03,2.3533200217e-01,2.6189354283e-06,2.3364068602e-07,1.7740563108e-84,7.4522760007e-01
1.7688442211e-02,2342.962873,1.9840787591e+00,1.3637602287e-03,1.1330763211e-04,6.6762160078e-04,1.0927336131e-02,6.2981198068e-03,2.3539940462e-01,2.6051726329e-06,2.3303900403e-07,1.7740562597e-84,7.4522761177e-01
1.7788944724e-02,2343.707675,1.9840787591e+00,1.3583985723e-03,1.1236277239e-04,6.6259170534e-04,1.0889976590e-02,6.2794159734e-03,2.3546680707e-01,2.5914098374e-06,2.3243732204e-07,1.7740562087e-84,7.4522762347e-01
1.7889447236e-02,2344.452478,1.9840787592e+00,1.3530369159e-03,1.1141791266e-04,6.5756180990e-04,1.0852617049e-02,6.2607121401e-03,2.3553420952e-01,2.5776470419e-06,2.3183564004e-07,1.7740561576e-84,7.4522763517e-01
1.7989949749e-02,2344.942855,1.9840787592e+00,1.3494051056e-03,1.1082324821e-04,6.5437558169e-04,1.0827725564e-02,6.2479187368e-03,2.3557931060e-01,2.5688765350e-06,2.3144587618e-07,1.7740561323e-84,7.4522764084e-01
1.8090452261e-02,2345.425052,1.9840787592e+00,1.3458289167e-03,1.1023984393e-04,6.5124863479e-04,1.0803234976e-02,6.2353153776e-03,2.3562369459e-01,2.5602665502e-06,2.3106292634e-07,1.7740561079e-84,7.4522764633e-01
1.8190954774e-02,2345.907249,1.9840787592e+00,1.3422527279e-03,1.0965643966e-04,6.4812168790e-04,1.0778744389e-02,6.2227120184e-03,2.3566807859e-01,2.5516565654e-06,2.3067997651e-07,1.7740560834e-84,7.4522765181e-01
1.8291457286e-02,2346.389446,1.9840787592e+00,1.3386765391e-03,1.0907303539e-04,6.4499474100e-04,1.0754253801e-02,6.2101086591e-03,2.3571246259e-01,2.5430465806e-06,2.3029702667e-07,1.7740560590e-84,7.4522765729e-01
1.8391959799e-02,2346.871643,1.9840787592e+00,1.3351003502e-03,1.0848963111e-04,6.4186779411e-04,1.0729763213e-02,6.1975052999e-03,2.3575684658e-01,2.5344365959e-06,2.2991407683e-07,1.7740560345e-84,7.4522766278e-01
1.8492462312e-02,2347.353840,1.9840787592e+00,1.3315241614e-03,1.0790622684e-04,6.3874084721e-04,1.0705272626e-02,6.1849019407e-03,2.3580123058e-01,2.5258266111e-06,2.2953112699e-07,1.7740560101e-84,7.4522766826e-01
1.8592964824e-02,2347.836037,1.9840787592e+00,1.3279479726e-03,1.0732282256e-04,6.3561390031e-04,1.0680782038e-02,6.1722985815e-03,2.3584561458e-01,2.5172166263e-06,2.2914817715e-07,1.7740559857e-84,7.4522767374e-01
1.8693467337e-02,2348.318233,1.9840787592e+00,1.3243717837e-03,1.0673941829e-04,6.3248695342e-04,1.0656291451e-02,6.1596952223e-03,2.3588999857e-01,2.5086066415e-06,2.2876522731e-07,1.7740559612e-84,7.4522767923e-01
1.8793969849e-02,2348.800430,1.9840787593e+00,1.3207955949e-03,1.0615601402e-04,6.2936000652e-04,1.0631800863e-02,6.1470918631e-03,2.3593438257e-01,2.4999966567e-06,2.2838227747e-07,1.7740559368e-84,7.4522768471e-01
1.8894472362e-02,2349.282627,1.9840787593e+00,1.3172194061e-03,1.0557260974e-04,6.2623305962e-04,1.0607310276e-02,6.1344885039e-03,2.3597876656e-01,2.4913866719e-06,2.2799932763e-07,1.7740559123e-84,7.4522769019e-01
1.8994974874e-02,2349.764824,1.9840787593e+00,1.3136432172e-03,1.0498920547e-04,6.2310611273e-04,1.0582819688e-02,6.1218851447e-03,2.3602315056e-01,2.4827766871e-06,2.2761637780e-07,1.7740558879e-84,7.4522769568e-01
1.9095477387e-02,2350.247021,1.9840787593e+00,1.3100670284e-03,1.0440580120e-04,6.1997916583e-04,1.0558329100e-02,6.1092817854e-03,2.3606753456e-01,2.4741667023e-06,2.2723342796e-07,1.7740558634e-84,7.4522770116e-01
1.9195979899e-02,2350.729218,1.9840787593e+00,1.3064908396e-03,1.0382239692e-04,6.1685221893e-04,1.0533838513e-02,6.0966784262e-03,2.3611191855e-01,2.4655567175e-06,2.2685047812e-07,1.7740558390e-84,7.4522770664e-01
1.9296482412e-02,2351.211415,1.9840787593e+00,1.3029146508e-03,1.0323899265e-04,6.1372527204e-04,1.0509347925e-02,6.0840750670e-03,2.3615630255e-01,2.4569467328e-06,2.2646752828e-07,1.7740558145e-84,7.4522771213e-01
1.9396984925e-02,2351.693612,1.9840787593e+00,1.2993384619e-03,1.0265558838e-04,6.1059832514e-04,1.0484857338e-02,6.0714717078e-03,2.3620068655e-01,2.4483367480e-06,2.2608457844e-07,1.7740557901e-84,7.4522771761e-01
1.9497487437e-02,2352.175809,1.9840787593e+00,1.2957622731e-03,1.0207218410e-04,6.0747137824e-04,1.0460366750e-02,6.0588683486e-03,2.3624507054e-01,2.4397267632e-06,2.2570162860e-07,1.7740557656e-84,7.4522772309e-01
1.9597989950e-02,2352.658005,1.9840787594e+00,1.2921860843e-03,1.0148877983e-04,6.0434443135e-04,1.0435876163e-02,6.0462649894e-03,2.3628945454e-01,2.4311167784e-06,2.2531867876e-07,1.7740557412e-84,7.4522772858e-01
1.9698492462e-02,2353.140202,1.9840787594e+00,1.2886098954e-03,1.0090537556e-04,6.0121748445e-04,1.0411385575e-02,6.0336616302e-03,2.3633383854e-01,2.4225067936e-06,2.2493572892e-07,1.7740557167e-84,7.4522773406e-01
1.9798994975e-02,2353.622399,1.9840787594e+00,1.2850337066e-03,1.0032197128e-04,5.9809053755e-04,1.0386894987e-02,6.0210582710e-03,2.3637822253e-01,2.4138968088e-06,2.2455277909e-07,1.7740556923e-84,7.4522773954e-01
1.9899497487e-02,2354.104596,1.9840787594e+00,1.2814575178e-03,9.9738567008e-05,5.9496359066e-04,1.0362404400e-02,6.0084549117e-03,2.3642260653e-01,2.4052868240e-06,2.2416982925e-07,1.7740556679e-84,7.4522774503e-01
2.0000000000e-02,2354.586793,1.9840787594e+00,1.2778813289e-03,9.9155162734e-05,5.9183664376e-04,1.0337913812e-02,5.9958515525e-03,2.3646699053e-01,2.3966768392e-06,2.2378687941e-07,1.7740556434e-84,7.4522775051e-01
