z [m],T [K],M [kg/m2/s],Y_H2,Y_H,Y_O,Y_O2,Y_OH,Y_H2O,Y_HO2,Y_H2O2,Y_C,Y_CH,Y_CH2,Y_CH2(S),Y_CH3,Y_CH4,Y_CO,Y_CO2,Y_HCO,Y_CH2O,Y_CH2OH,Y_CH3O,Y_CH3OH,Y_C2H,Y_C2H2,Y_C2H3,Y_C2H4,Y_C2H5,Y_C2H6,Y_HCCO,Y_CH2CO,Y_HCCOH,Y_N,Y_NH,Y_NH2,Y_NH3,Y_NNH,Y_NO,Y_NO2,Y_N2O,Y_HNO,Y_CN,Y_HCN,Y_H2CN,Y_HCNN,Y_HCNO,Y_HOCN,Y_HNCO,Y_NCO,Y_N2,Y_AR,Y_C3H7,Y_C3H8,Y_CH2CHO,Y_CH3CHO
0.020935546874999995,584.2571546727191,0.4280810415090343,0.0009018296178853329,7.176424472616653e-08,2.2214075336369573e-07,0.19912771526827916,2.8346334260834203e-06,0.020754882050838017,0.00012372995529347773,2.681828310658287e-05,1.5316718298962136e-18,3.0507290826438114e-14,1.452787066235393e-09,1.2154612973697656e-10,1.0855036849826484e-05,0.04606075135016092,0.006791349444025167,0.0037034012127597007,1.052986620806322e-08,0.0003781611827335543,3.707758438972893e-10,3.309686434607594e-05,8.289557345495155e-05,7.018260441117777e-16,7.939846285610225e-06,7.083312654721695e-11,7.641878796986861e-05,3.351284458316497e-07,0.0002410938512119519,2.4520978305079355e-10,9.568461260081842e-06,5.176819186021278e-09,2.56802970271269e-12,8.595143585807593e-11,2.2380049772409765e-09,8.077869753715816e-09,8.37047147665922e-14,8.708305200205709e-07,6.563946287979896e-07,6.49283429934225e-09,1.3164769304691514e-09,6.891023306623117e-17,2.4136329756582524e-07,3.5558869381257245e-10,8.167164439106854e-15,7.098128693447321e-09,9.647628868844415e-11,7.028606539776505e-08,1.7819244356535836e-10,0.7216550506221179,0.0,1.372394058792272e-08,3.600669693925156e-06,9.8833597850868e-08,5.3829305030045985e-06
0.020941406249999996,599.6652110163274,0.4280810415090343,0.0009171687143821082,9.570419283025589e-08,2.646361114922551e-07,0.19780609555915296,3.2568453419821884e-06,0.0218235918413655,0.00013050070027933195,2.7448614213126834e-05,3.666805398852159e-18,5.5114517420088355e-14,1.952028517381075e-09,1.6480042958805322e-10,1.2673242449480672e-05,0.04556046241293807,0.007224475498365069,0.004001829180843352,1.3336529897536997e-08,0.000403288817966557,4.918057769175738e-10,3.503557628028115e-05,8.871199026772925e-05,1.2737879614091252e-15,8.55152543347972e-06,9.976196622776943e-11,8.233253908537984e-05,4.0075984222484204e-07,0.00026137455232066,3.2173014208992035e-10,1.0467772792204145e-05,5.654872762315796e-09,2.996239638867133e-12,9.988330141388015e-11,2.331348010701385e-09,8.516995737022448e-09,1.2953067799716106e-13,9.529336287283853e-07,6.592084166890251e-07,7.0220592080276685e-09,1.3946572925448947e-09,1.1697179373852134e-16,2.602850580639668e-07,3.7670528052249256e-10,1.3678075719114257e-14,7.675581129733608e-09,1.0432246216393931e-10,7.5990190844795e-08,1.9395911601187028e-10,0.7215899391261037,0.0,1.6776803548886765e-08,3.99699821779515e-06,1.2927563320854578e-07,5.893199700204454e-06
0.020947265624999996,615.5928731461845,0.4280810415090343,0.0009325325678732657,1.2611975716671505e-07,3.1554424117634136e-07,0.19642499732138755,3.7322170839625698e-06,0.02292506762503325,0.00013709210827771932,2.803525374125464e-05,8.514628260783064e-18,9.768156966612182e-14,2.6034494504529546e-09,2.2166289969933231e-10,1.4778582185555322e-05,0.0450411948434242,0.007677845287757118,0.004318853212143244,1.6865720274372167e-08,0.0004293228889646814,6.523738256513099e-10,3.682378234500314e-05,9.470127666109022e-05,2.2899023540030553e-15,9.199606076658956e-06,1.397674611848021e-10,8.858255511788964e-05,4.77469084523921e-07,0.0002829076318479651,4.2132736672058596e-10,1.1439978609352748e-05,6.169417708035682e-09,3.5038204324304113e-12,1.157529519373146e-10,2.427777939227505e-09,8.97105800312886e-09,1.9736547642390356e-13,1.041086885553923e-06,6.584436076793052e-07,7.584825372557048e-09,1.4749963000884225e-09,1.9657717107719314e-16,2.8031648663063966e-07,3.9693102091030806e-10,2.2452320608659696e-14,8.289966475413257e-09,1.126696373653125e-10,8.205303770024931e-08,2.1110435048165715e-10,0.7215287968446413,0.0,2.040631907790991e-08,4.428401067746675e-06,1.6673264890201667e-07,6.44319846978066e-06
0.020953124999999996,632.0360354190581,0.4280810415090343,0.000947915417089922,1.643019391967213e-07,3.765531942169961e-07,0.19498364332441556,4.263979517992787e-06,0.02405898235221302,0.00014341703455684581,2.8575507066764303e-05,1.9177374976969886e-17,1.6976177165106553e-13,3.443598151171909e-09,2.95494635527994e-10,1.7210577011678197e-05,0.04450280854045212,0.008151822393618429,0.004655122374167937,2.129183653049344e-08,0.00045622036294185405,8.645622201065097e-10,3.8412240996701244e-05,0.00010083351945148942,4.07366331968402e-15,9.885342606475644e-06,1.9465920889730424e-10,9.517608570495256e-05,5.666777846816667e-07,0.00030571297418201915,5.506691299392286e-10,1.2490587429293775e-05,6.722843770740515e-09,4.104401338070592e-12,1.3377390652435776e-10,2.5274439132503603e-09,9.439960865648544e-09,2.9618029449793447e-13,1.1354002587506423e-06,6.540263803005291e-07,8.182359940853546e-09,1.5571870875392054e-09,3.2680916112011236e-16,3.0149040888101907e-07,4.1574010533772823e-10,3.6111648757684633e-14,8.942825780912531e-09,1.2153874283216938e-10,8.848715756035924e-08,2.2979513327790492e-10,0.7214719868542442,0.0,2.468047740104762e-08,4.896708896304733e-06,2.1210521339028733e-07,7.035198836177292e-06
0.020958984374999996,648.9897207324628,0.4280810415090343,0.0009633118401581338,2.1168870260428923e-07,4.4970367457789045e-07,0.193481328308017,4.854934345800883e-06,0.02522497057000901,0.0001493907514091579,2.906707587914242e-05,4.190512255008981e-17,2.8923717783974196e-13,4.514359525748304e-09,3.9015044613171564e-10,2.0013468981980332e-05,0.04394518221608143,0.008646750124348858,0.005011280789055251,2.682905691659147e-08,0.00048392967109885386,1.1436915618935295e-09,3.975206225563887e-05,0.00010707384132512748,7.165743757214154e-15,1.0610003419035988e-05,2.6937443150996957e-10,0.00010211974645030447,6.69946859856923e-07,0.00032980275811555576,7.183271409902601e-10,1.3625630283001886e-05,7.317801169598661e-09,4.813395937540954e-12,1.5417540681188374e-10,2.63052046387926e-09,9.923578400148035e-09,4.3788732023640174e-13,1.2359354516136363e-06,6.459625469575151e-07,8.815887891281038e-09,1.640879536145321e-09,5.371353286105576e-16,3.2383918383884084e-07,4.3255456580669894e-10,5.690636146886674e-14,9.635766189082845e-09,1.309518333619111e-10,9.53049123181316e-08,2.502311098688372e-10,0.7214198579170081,0.0,2.965942113768378e-08,5.403667360599737e-06,2.6622690638506554e-07,7.671570573643696e-06
0.020964843749999997,666.4481289899152,0.4280810415090343,0.0009787167238356998,2.6986094497254655e-07,5.37463659419099e-07,0.19191741519523928,5.507487737900908e-06,0.026422631432699337,0.00015493452279995303,2.9508031871820917e-05,8.888275352601555e-17,4.831338006641442e-13,5.8630105557188275e-09,5.09971465104066e-10,2.323693722731786e-05,0.04336821241207848,0.009162950963234806,0.005387967151841339,3.374075486023388e-08,0.0005123895682982886,1.5090513853717632e-09,4.079722216412946e-05,0.00011338260353426191,1.2455898329977337e-14,1.1374875271734571e-05,3.702629369139439e-10,0.00010941949503208804,7.890160294285342e-07,0.0003551800652661804,9.353665925531572e-10,1.4851698240134522e-05,7.957253617800882e-09,5.648136198652163e-12,1.772029506819752e-10,2.7372110002198772e-09,1.0421753102411588e-08,6.380311770537642e-13,1.3427044767774083e-06,6.343407103996118e-07,9.486631602602405e-09,1.7256884601968889e-09,8.723523422250522e-16,3.4739470257380717e-07,4.467637665943528e-10,8.787904085142786e-14,1.0370476797985044e-08,1.4093247089835926e-10,1.0251843643094455e-07,2.726508653767569e-10,0.7213727427708245,0.0,3.538789266630634e-08,5.950899676428285e-06,3.2981407011951704e-07,8.354786652038379e-06
0.020970703124999997,684.4046859849728,0.4280810415090343,0.000994125222023419,3.4053502867211145e-07,6.428139693992447e-07,0.19029133079735758,6.2237795935972705e-06,0.02765153162100649,0.00015997914617027365,2.9896771596910707e-05,1.8313094100256387e-16,7.913992227854495e-13,7.542382190082677e-09,6.597797166807546e-10,2.6936983389395608e-05,0.04277181244536379,0.009700725946086864,0.005785814365330786,4.2351438717395e-08,0.0005415276867439616,1.9847802221097113e-09,4.150744072797769e-05,0.00011971581783179205,2.138608534555829e-14,1.2181268310088535e-05,5.054474560819077e-10,0.00011708060581180073,9.258621567757231e-07,0.0003818373270684701,1.2161459938286804e-09,1.6175974131679323e-05,8.644539673950388e-09,6.6280247453060644e-12,2.0311892830287657e-10,2.8477515296458916e-09,1.0934294031873373e-08,9.165566083628004e-13,1.455670422911762e-06,6.193316096366244e-07,1.0195810581383966e-08,1.8112053970911284e-09,1.39954174287717e-15,3.721883843896295e-07,4.5775227481082053e-10,1.330478886698201e-13,1.1148747130748371e-08,1.5150620937103528e-10,1.10139599313613e-07,2.973390872868849e-10,0.7213309567261361,0.0,4.1885746765905634e-08,6.5398632724428996e-06,4.0341200295102757e-07,9.087428374442385e-06
0.020976562499999997,702.8520914407939,0.4280810415090343,0.0010095327028409133,4.25552579065015e-07,7.693433715903378e-07,0.18860256128681724,7.005927524096008e-06,0.028911208148873307,0.00016446825807107465,3.023195626127233e-05,3.6687937688039095e-16,1.2719155322934142e-12,9.61138700930113e-09,8.4489737848248e-10,3.117699357683253e-05,0.04215591135016011,0.010260353922447328,0.006205449283350384,5.3061831483301625e-08,0.0005712588448852401,2.6009353514528465e-09,4.1851251996052954e-05,0.00012602577894354588,3.625881270010626e-14,1.3030521780755947e-05,6.852924222379286e-10,0.000125107638239773,1.0827788499377867e-06,0.00040975459523376345,1.5794045376805456e-09,1.7606257255328233e-05,9.383443266067626e-09,7.77472184220171e-12,2.3220341479827781e-10,2.962414570329015e-09,1.1460974376767872e-08,1.2986395049987889e-12,1.5747504892044414e-06,6.011835027191267e-07,1.0944641318098071e-08,1.8970138663408387e-09,2.217752863697679e-15,3.9825116948302405e-07,4.6493614304839374e-10,1.9761491255287992e-13,1.1972488200610459e-08,1.6270120110049751e-10,1.181799688181994e-07,3.24634710770832e-10,0.7212947965914894,0.0,4.9136871794551594e-08,7.171799701108958e-06,4.873393220269493e-07,9.872189830786396e-06
0.020982421874999997,721.7823643777322,0.4280810415090343,0.0010249346835200653,5.268690207417301e-07,9.213506940934388e-07,0.1868506477645038,7.856398651651573e-06,0.030201171013531845,0.0001683612037932029,3.051244149689924e-05,7.155337690310885e-16,2.0071548844518172e-12,1.2136285541755962e-08,1.0712246481215731e-09,3.602896400195431e-05,0.0415204529132867,0.010842090645929153,0.006647492548575422,6.636776610972883e-08,0.0006014832657271461,3.3948076015691395e-09,4.180900770033302e-05,0.00013226191149664934,6.069966959811984e-14,1.3924010491946481e-05,9.230327634387031e-10,0.0001335043936173303,1.2624778972612914e-06,0.00043889761876683356,2.049737702996514e-09,1.915098022125612e-05,1.0178274399304513e-08,9.11239101586194e-12,2.647551840858708e-10,3.0815132105811284e-09,1.2001528389711664e-08,1.8155663723427508e-12,1.699821187528141e-06,5.802137420849624e-07,1.173433724271612e-08,1.982707642169196e-09,3.471400717532081e-15,4.2561350832422815e-07,4.678064854388626e-10,2.882152725623548e-13,1.2843756048099526e-08,1.7454894342172133e-10,1.2665077679665672e-07,3.5494015907807666e-10,0.7212645399444984,0.0,5.707747200584301e-08,7.847676687962642e-06,5.816322787036892e-07,1.0711881132040374e-05
0.020988281249999997,741.1868832232288,0.4280810415090343,0.0010403267523693327,6.46543194486376e-07,1.1039504862029102e-06,0.18503518230360913,8.77851374323064e-06,0.03152090561017776,0.0001716352840637241,3.073720278118321e-05,1.3605638122800649e-15,3.1131353469687796e-12,1.5193169021425652e-08,1.3454206174899953e-09,4.157485176631116e-05,0.04086539493151411,0.011446167627150089,0.007112558500695919,8.288360573629554e-08,0.0006320849616225872,4.4125555949954756e-09,4.137547615760992e-05,0.0001383718041719466,1.0034487392273751e-13,1.4863152143114037e-05,1.2356404521570199e-09,0.00014227385436749832,1.4682106197957494e-06,0.0004692157095939544,2.659590145607244e-09,2.0819216955761884e-05,1.1033961288063568e-08,1.0668036208033277e-11,3.0109301777673735e-10,3.2054052528334838e-09,1.2555647655904552e-08,2.5056494988638255e-12,1.8307254352646283e-06,5.567970089836795e-07,1.2566108745106107e-08,2.0679112544409604e-09,5.3687837512789555e-15,4.543053495593203e-07,4.659777077007088e-10,4.132422276165e-13,1.3764777476294333e-08,1.8708518485124036e-10,1.3556288748149301e-07,3.8873180017983834e-10,0.7212404447554883,0.0,6.558552740829736e-08,8.568120830860627e-06,6.859909374899095e-07,1.1609429650236572e-05
0.020994140624999998,761.056417321789,0.4280810415090343,0.0010557044771126903,7.86731223955229e-07,1.323178238129522e-06,0.18315580489414043,9.777077682192238e-06,0.03286987479746496,0.000174287214283645,3.09052621094587e-05,2.5266155495638187e-15,4.751768345578373e-12,1.8872211342824793e-08,1.6752391753151056e-09,4.79079828833289e-05,0.04019070884819731,0.012072790672332252,0.007601255120382317,1.0337090175405965e-07,0.0006629306313630269,5.711255965231514e-09,4.0561648846843204e-05,0.00014430238111244313,1.6385716827231812e-13,1.5849415729400866e-05,1.6450420187200427e-09,0.00015141810003051483,1.7039042344189023e-06,0.000500639380236035,3.451928513133691e-09,2.2620680235364456e-05,1.1956155469747263e-08,1.2471973824872208e-11,3.4155739098705174e-10,3.334497363243705e-09,1.3122976673622149e-08,3.4151728527123183e-12,1.9672811050090973e-06,5.313509507768518e-07,1.3441163222775993e-08,2.1523016323012828e-09,8.20777210274383e-15,4.843561301071069e-07,4.592360171569505e-10,5.833074340461756e-13,1.4737977530272281e-08,2.0035101062832723e-10,1.4492676890236836e-07,4.265717452291526e-10,0.7212227493584639,0.0,7.447427660833212e-08,9.33333901977827e-06,7.997295178696327e-07,1.2567878162161119e-05
0.020999999999999998,781.3811458692442,0.4280810415090343,0.0010710632989854615,9.496883612685259e-07,1.586091334575298e-06,0.18121220173906036,1.0859119044147158e-05,0.03424752046476708,0.00017633366480683936,3.101562076757136e-05,4.591493729072639e-15,7.14838467303826e-12,2.328426972543232e-08,2.07007458672609e-09,5.513441966482036e-05,0.039496379949187095,0.012722138020432934,0.008114183962849356,1.2877297313303107e-07,0.0006938694580631205,7.361489479809807e-09,3.939537472869155e-05,0.0001500011395464653,2.644221963062891e-13,1.6884331323193666e-05,2.1798466770960743e-09,0.0001609381947461601,1.9743050594153122e-06,0.000533077742374838,4.48379599472097e-09,2.4565705771044234e-05,1.2951351866395296e-08,1.45584948563007e-11,3.865126219002887e-10,3.4692491316306818e-09,1.3703107745052999e-08,4.599377643469862e-12,2.1092904795664916e-06,5.043201750020293e-07,1.436070511377539e-08,2.235629576033577e-09,1.2411707376294895e-14,5.157947728590495e-07,4.475822090568164e-10,8.119278471836526e-13,1.576600806157055e-08,2.1439412786780747e-10,1.5475246673491472e-07,4.691211133602849e-10,0.7212116727478134,0.0,8.34934830524693e-08,1.0143026173427247e-05,9.217340494311729e-07,1.3590378357620274e-05
0.021005859374999998,802.150660002384,0.4280810415090343,0.0010863984120546427,1.1377826021969654e-06,1.9008629320600319e-06,0.17920410535232403,1.2034711365174325e-05,0.035653264424085895,0.0001778107959152427,3.106720176437719e-05,8.18340420256434e-15,1.0617272185276686e-11,2.8570387221750775e-08,2.5417681513308813e-09,6.3374163010958e-05,0.03878240831052229,0.013394357984081073,0.008651940024415031,1.6025602553413896e-07,0.0007247341617024738,9.450604979804656e-09,3.7920529019574975e-05,0.00015541736716352564,4.2195084311504746e-13,1.7969501639449045e-05,2.8778041191673644e-09,0.00017083404209930364,2.285117086996935e-06,0.0005664156666898757,5.830995302302297e-09,2.6665217710041146e-05,1.402702626661561e-08,1.6966785417651872e-11,4.3634957282749947e-10,3.61017693182971e-09,1.42955751941321e-08,6.123515479195914e-12,2.2565499977144146e-06,4.761596694719505e-07,1.532593586801321e-08,2.31773962483547e-09,1.8580042575928885e-14,5.486496986118152e-07,4.312616690965246e-10,1.1165661876102264e-12,1.685177650474579e-08,2.2927037109411003e-10,1.6504957893184105e-07,5.17154881107751e-10,0.7212074151604688,0.0,9.234252165193925e-08,1.0996256464456532e-05,1.050431943841669e-06,1.468017761986322e-05
0.02101171875,823.3539439700406,0.4280810415090343,0.0011017046272776344,1.353523252130557e-06,2.2768678305931206e-06,0.17713129687589008,1.3317841644439597e-05,0.03708650843216626,0.0001787727591787452,3.105880391311801e-05,1.4339747649076842e-14,1.559955709227748e-11,3.491468639448973e-08,3.1057193834818183e-09,7.276204581350045e-05,0.038048810690829035,0.01408956599463018,0.009215111477019283,1.9925732065836045e-07,0.0007553435294493889,1.2086820347420767e-08,3.6194595952992344e-05,0.00016050324699281245,6.663224174923797e-13,1.9106615890187967e-05,3.789286050099469e-09,0.00018110420494725168,2.643121276707699e-06,0.0006005107239339882,7.594196833537197e-09,2.8930667566304403e-05,1.5191793287494396e-08,1.974218911997049e-11,4.914889861669494e-10,3.757857459805277e-09,1.4899848944356023e-08,8.064018195148313e-12,2.4088596765608796e-06,4.473187231092889e-07,1.6338053804411256e-08,2.39858690988152e-09,2.7560428341307105e-14,5.829488590052803e-07,4.1077458418167386e-10,1.5201905799452607e-12,1.799847378627744e-08,2.450454497291549e-10,1.758272283076571e-07,5.71578424146196e-10,0.721210158883612,0.0,1.0069825356464937e-07,1.1891354959375944e-05,1.1837801098813917e-06,1.5840596314941555e-05
0.021017578125,844.9793320869417,0.4280810415090343,0.0011169762207818687,1.5996063151196358e-06,2.7247619492053416e-06,0.17499361096361962,1.47272895645228e-05,0.038546633145961046,0.00017928920635842846,3.0989068000378844e-05,2.476870058761013e-14,2.271985020965424e-11,4.2561080814540524e-08,3.782336128471953e-09,8.344816445584073e-05,0.03729562354840947,0.014807840949820083,0.009804279200502348,2.4754073752815673e-07,0.0007855064260466407,1.5404329713573975e-08,3.428478682739065e-05,0.00016521476431450847,1.0421642749453507e-12,2.029746651437911e-05,4.982179865265728e-09,0.00019174569018542517,3.056258010464811e-06,0.0006351899565293183,9.90682210246436e-09,3.137393542964738e-05,1.645558850930916e-08,2.2937913056736603e-11,5.523855283639459e-10,3.912930815493489e-09,1.551532750204045e-08,1.0509852250247907e-11,2.5660316595610507e-06,4.182263180469848e-07,1.739825379441804e-08,2.4782497533752837e-09,4.055205763902881e-14,6.187197958850139e-07,3.868609551624076e-10,2.053561610543676e-12,1.9209600100143014e-08,2.617969602442276e-10,1.8709402907574576e-07,6.334458457356239e-10,0.7212200692098427,0.0,1.0825763833536991e-07,1.2825746722004727e-05,1.3192805087951628e-06,1.7074992055692972e-05
0.0210234375,867.0144394778043,0.4280810415090343,0.001132206765705385,1.8789767384242744e-06,3.256559793154549e-06,0.17279094347959204,1.6287484865008215e-05,0.040032995828170596,0.00017944192316529084,3.0856454257249604e-05,4.228356817367438e-14,3.2870974971662834e-11,5.183421998529496e-08,4.598853278846373e-09,9.559769704308811e-05,0.0365229073375691,0.015549220763279718,0.010420016040912536,3.072598042563182e-07,0.000815027012993492,1.956958764521721e-08,3.226308045720176e-05,0.0001695123502774189,1.6158949974415479e-12,2.1543969419991645e-05,6.548701363307813e-09,0.00020275370094798083,3.5336525943353564e-06,0.0006702465699310002,1.2945104969652707e-08,3.400717960588622e-05,1.7829879094361918e-08,2.6617303760179963e-11,6.195325984409105e-10,4.076102982983299e-09,1.6141330397624e-08,1.3564137161325854e-11,2.7278974552939064e-06,3.8927876678504673e-07,1.850772670419889e-08,2.556937082318473e-09,5.925441024208903e-14,6.559897295016177e-07,3.60458292896915e-10,2.7585065561133734e-12,2.0488987122355307e-08,2.796166869997729e-10,1.9885804229344833e-07,7.03980171893058e-10,0.7212372954471055,0.0,1.1479010066695341e-07,1.3795781166785606e-05,1.4540338662390878e-06,1.8386706573770897e-05
0.021029296875,889.4460662842458,0.4280810415090343,0.0011473889466847114,2.194905528625861e-06,3.885716769100106e-06,0.17052326213810892,1.8029319959079024e-05,0.041544926648177875,0.0001793207797344698,3.0659229704850565e-05,7.152827656413968e-14,4.7340140777060626e-11,6.316516723404904e-08,5.5915543848473606e-09,0.0001093899676470181,0.035730752203149314,0.016313697017230643,0.011062885724506335,3.810278721038061e-07,0.0008437106434620662,2.4788935111396774e-08,3.020079783936911e-05,0.0001733612283360004,2.4860844238339217e-12,2.2848188385076763e-05,8.614781513549481e-09,0.000214121360451619,4.085561661611676e-06,0.0007054366835078284,1.694077727577799e-08,3.6842619724599624e-05,1.9327907718993918e-08,3.085685487685237e-11,6.934679350148296e-10,4.248147550268239e-09,1.677709013897168e-08,1.734610804145444e-11,2.8943135828392435e-06,3.608301099205178e-07,1.966765851777728e-08,2.634990134593378e-09,8.608145867526558e-14,6.947856735992469e-07,3.326344988421072e-10,3.692509614757402e-12,2.184081508542735e-08,2.9861321682060537e-10,2.1112671432942184e-07,7.845954788744344e-10,0.7212619718812954,0.0,1.201890726025867e-07,1.4796531085889654e-05,1.5848425411203817e-06,1.9778990007369394e-05
0.02103515625,912.2600767663283,0.4280810415090343,0.001162514355745167,2.551078013252938e-06,4.627224835596456e-06,0.1681906200874964,1.9990908474446753e-05,0.043081723464420844,0.00017901925187422923,3.039546404842783e-05,1.2019342046114025e-13,6.799565388059093e-11,7.712249883892402e-08,6.808446922126876e-09,0.00012501663141573264,0.03491928514932267,0.01710120862258686,0.011733441361048726,4.719944943020913e-07,0.0008713697239268207,3.131772083530552e-08,2.8163439607769303e-05,0.0001767314673942939,3.798632814150492e-12,2.4212364228678815e-05,1.1352864399065272e-08,0.0002258394108701665,4.723217178198896e-06,0.0007404763402244827,2.219684949400621e-08,3.989224013235302e-05,2.0964974964233572e-08,3.575016120984997e-11,7.74780027510445e-10,4.4299064924605885e-09,1.7421743727034874e-08,2.1993490822298546e-11,3.065165502718071e-06,3.3318550896179754e-07,2.0879229053243285e-08,2.7128783917548756e-09,1.244693711188379e-13,7.351345706055502e-07,3.045034809135276e-10,4.935043109958752e-12,2.326962296608213e-08,3.1891489233520444e-10,2.2390679184479832e-07,8.769210041595879e-10,0.7212942185856305,0.0,1.2450842489186134e-07,1.582156859664985e-05,1.7083709866453421e-06,2.1254896698675558e-05
0.021041015625,935.4412562909313,0.4280810415090343,0.001177573268019161,2.9516884491016782e-06,5.497730412984321e-06,0.16579317233089866,2.2218295066568438e-05,0.04464264502108039,0.0001786298061517028,3.0063033699479662e-05,2.0105748783633103e-13,9.756140410429317e-11,9.444976777293357e-08,8.312467945040221e-09,0.00014267887070907505,0.03408867871297982,0.01791163439193287,0.012432223473227083,5.839262061646788e-07,0.000897828801430754,3.947105655283426e-08,2.6206479800496415e-05,0.00017959778281564386,5.768875178068907e-12,2.563894926973044e-05,1.4999169557744973e-08,0.00023789588532833827,5.458545052372876e-06,0.0007750390398610121,2.9106944664339752e-08,4.3167406186488295e-05,2.2758765301456597e-08,4.141311290985299e-11,8.641153036430122e-10,4.622289818943402e-09,1.8074323776861546e-08,2.7665337399426004e-11,3.240369865148479e-06,3.065976040179511e-07,2.2143610171188645e-08,2.7911901180987707e-09,1.7931635186990887e-13,7.770634359251863e-07,2.7713523831414623e-10,6.596195257741822e-12,2.4780309811776108e-08,3.4067312690658636e-10,2.372042062734598e-07,9.828272752407776e-10,0.7213341419711798,0.0,1.2797058926098728e-07,1.686272448500734e-05,1.8213656414668632e-06,2.2817146130208166e-05
0.021046875,958.9731503740476,0.4280810415090343,0.0011925543954903104,3.4015359700740067e-06,6.515682670626742e-06,0.1633311947922947,2.4766134462553786e-05,0.046226902542233154,0.00017823944973359708,2.965963515283372e-05,3.354127098884322e-13,1.4001787575734493e-10,1.1611050604694387e-07,1.0185325200870662e-08,0.0001625835038336955,0.03323916112445685,0.01874478443270389,0.013159757493057747,7.212887496105833e-07,0.0009229282651884192,4.9636322513374055e-08,2.4372621853416125e-05,0.00018193915609420697,8.713509710134132e-12,2.713064743693387e-05,1.987671234610949e-08,0.0002502757402469273,6.303737916846354e-06,0.0008087541269716247,3.817857443011178e-08,4.667839628995382e-05,2.4729721370367384e-08,4.799073986640397e-11,9.621860270690837e-10,4.826273855406041e-09,1.8733749279182582e-08,3.454534125536999e-11,3.4198752325348077e-06,2.8126558880725306e-07,2.3461963365003752e-08,2.8706182651373643e-09,2.5760719703867907e-13,8.205994981319737e-07,2.5147415234064645e-10,8.828313285573782e-12,2.6378124913119523e-08,3.640660985063784e-10,2.5102392033811105e-07,1.1044542687112806e-09,0.7213818349760215,0.0,1.3094035408266834e-07,1.790984315495237e-05,1.9209249856132637e-06,2.446794260006162e-05
0.021052734375,982.8378906231087,0.4280810415090343,0.0012074446169590889,3.906117424585083e-06,7.701518477768504e-06,0.16080510579211652,2.7698365674783092e-05,0.04783364975266493,0.00017792572022103082,2.9182811194823075e-05,5.588066693814586e-13,2.0118439706457995e-10,1.4334202492532684e-07,1.2532098786781652e-08,0.00018493791455341215,0.03237102789370251,0.019600390267457884,0.013916550665471834,8.893263517471297e-07,0.0009465263108906011,6.228749923543306e-08,2.2690730060608658e-05,0.00018373836074982993,1.3096265926830419e-11,2.869046013985051e-05,2.642561356838035e-08,0.00026296041951421147,7.270667296276972e-06,0.00084120642565636,5.0060595209370405e-08,5.043386610639314e-05,2.6901470235615146e-08,5.566628274502158e-11,1.0697787951317232e-09,5.042897894882118e-09,1.9398816030961815e-08,4.284562599219496e-11,3.603661519294853e-06,2.573366040486796e-07,2.4835436608205973e-08,2.9519427762943095e-09,3.692932271812713e-13,8.657703221251896e-07,2.2827820727615626e-10,1.1841566420530565e-11,2.806864408375901e-08,3.8930282969385123e-10,2.6536972855390255e-07,1.2442415780260975e-09,0.7214373767934162,0.0,1.338695184840931e-07,1.8950552526921612e-05,2.004795816653673e-06,2.6208747835964626e-05
0.02105859375,1007.0160127302663,0.4280810415090343,0.0012222286827404353,4.471713636017779e-06,9.077887916735903e-06,0.15821548967520013,3.108890948360185e-05,0.04946197140015774,0.00017775333586620302,2.862999601735544e-05,9.306415990302706e-13,2.895590399363575e-10,1.7771908394848062e-07,1.5486729239763364e-08,0.0002099437165808218,0.03148465471394841,0.02047809359299834,0.01470308830141403,1.0941320039226e-06,0.0009684991329200506,7.800132116181186e-08,2.1176333319852197e-05,0.0001849814836485704,1.95924988371829e-11,3.032173762899466e-05,3.524240908867946e-08,0.00027592730411802046,8.370129737113216e-06,0.0008719375599840701,6.55748243224667e-08,5.4440275505936655e-05,2.9301303655964886e-08,6.46732993726312e-11,1.1877634780199445e-09,5.273258911436339e-09,2.0068186761865748e-08,5.2810842256660474e-11,3.7917384382967368e-06,2.3490896903857004e-07,2.626516032860333e-08,3.0360104818521184e-09,5.28521381488668e-13,9.126039053375574e-07,2.0808787810896645e-10,1.5924518554904587e-11,2.985772876162595e-08,4.166276453256637e-10,2.8024400303951625e-07,1.404960519258399e-09,0.7215008320432347,0.0,1.3722764930385982e-07,1.9970076384561017e-05,2.0716564145494034e-06,2.8040002218228543e-05
